Sequence,Time,File,RangeOffset,RangeLength,Text,Language,Type
1647,3348197,"exercises/easy/ex6-name-screamer.js",122,1,"",javascript,content
1648,3348457,"exercises/easy/ex6-name-screamer.js",122,0,"n",javascript,content
1649,3348611,"exercises/easy/ex6-name-screamer.js",123,0,"a",javascript,content
1650,3348707,"exercises/easy/ex6-name-screamer.js",124,0,"m",javascript,content
1651,3348874,"exercises/easy/ex6-name-screamer.js",125,0,"e",javascript,content
1652,3353834,"exercises/easy/ex6-name-screamer.js",135,29,"s",javascript,content
1653,3353958,"exercises/easy/ex6-name-screamer.js",136,0,"c",javascript,content
1654,3354224,"exercises/easy/ex6-name-screamer.js",137,0,"r",javascript,content
1655,3354408,"exercises/easy/ex6-name-screamer.js",138,0,"e",javascript,content
1656,3354508,"exercises/easy/ex6-name-screamer.js",139,0,"a",javascript,content
1657,3354630,"exercises/easy/ex6-name-screamer.js",140,0,"m",javascript,content
1658,3355358,"exercises/easy/ex6-name-screamer.js",141,0,"B",javascript,content
1658,3355358,"exercises/easy/ex6-name-screamer.js",141,0,"B",javascript,content
1659,3355360,"exercises/easy/ex6-name-screamer.js",142,0,"N",javascript,content
1660,3355873,"exercises/easy/ex6-name-screamer.js",142,1,"",javascript,content
1661,3356023,"exercises/easy/ex6-name-screamer.js",141,1,"",javascript,content
1662,3356297,"exercises/easy/ex6-name-screamer.js",141,0,"N",javascript,content
1663,3356592,"exercises/easy/ex6-name-screamer.js",142,0,"a",javascript,content
1664,3356710,"exercises/easy/ex6-name-screamer.js",143,0,"m",javascript,content
1665,3357590,"exercises/easy/ex6-name-screamer.js",144,0,"e",javascript,content
1666,3358076,"exercises/easy/ex6-name-screamer.js",135,10,"screamName",javascript,content
1666,3358076,"exercises/easy/ex6-name-screamer.js",135,10,"screamName",javascript,content
1667,3358077,"exercises/easy/ex6-name-screamer.js",145,0,"()",javascript,content
1668,3359263,"exercises/easy/ex6-name-screamer.js",146,0,"""""",javascript,content
1669,3360977,"exercises/easy/ex6-name-screamer.js",135,14,"screamName(""John Doe"");",javascript,content
1670,3375364,"exercises/easy/ex6-name-screamer.js",134,0,"\n",javascript,content
1671,3391500,"exercises/easy/ex6-name-screamer.js",130,2,"",javascript,content
1672,3392359,"exercises/easy/ex6-name-screamer.js",129,1,"",javascript,content
1673,3393606,"exercises/easy/ex6-name-screamer.js",129,0,"\n  ",javascript,content
1674,3399817,"exercises/easy/ex6-name-screamer.js",132,0,"c",javascript,content
1675,3399981,"exercises/easy/ex6-name-screamer.js",133,0,"o",javascript,content
1676,3400259,"exercises/easy/ex6-name-screamer.js",134,0,"n",javascript,content
1677,3400458,"exercises/easy/ex6-name-screamer.js",135,0,"s",javascript,content
1678,3400693,"exercises/easy/ex6-name-screamer.js",136,0,"t",javascript,content
1679,3400840,"exercises/easy/ex6-name-screamer.js",137,0," ",javascript,content
1680,3401361,"exercises/easy/ex6-name-screamer.js",138,0,"s",javascript,content
1681,3401474,"exercises/easy/ex6-name-screamer.js",139,0,"c",javascript,content
1682,3401726,"exercises/easy/ex6-name-screamer.js",140,0,"r",javascript,content
1683,3401891,"exercises/easy/ex6-name-screamer.js",141,0,"e",javascript,content
1684,3402098,"exercises/easy/ex6-name-screamer.js",142,0,"a",javascript,content
1685,3402428,"exercises/easy/ex6-name-screamer.js",142,1,"",javascript,content
1686,3402557,"exercises/easy/ex6-name-screamer.js",141,1,"",javascript,content
1687,3402695,"exercises/easy/ex6-name-screamer.js",140,1,"",javascript,content
1688,3402843,"exercises/easy/ex6-name-screamer.js",139,1,"",javascript,content
1689,3402992,"exercises/easy/ex6-name-screamer.js",138,1,"",javascript,content
1690,3403207,"exercises/easy/ex6-name-screamer.js",138,0,"n",javascript,content
1691,3403393,"exercises/easy/ex6-name-screamer.js",139,0,"a",javascript,content
1692,3403594,"exercises/easy/ex6-name-screamer.js",140,0,"m",javascript,content
1693,3403791,"exercises/easy/ex6-name-screamer.js",141,0,"e",javascript,content
1694,3406603,"exercises/easy/ex6-name-screamer.js",142,0,"U",javascript,content
1695,3406925,"exercises/easy/ex6-name-screamer.js",143,0,"p",javascript,content
1696,3407097,"exercises/easy/ex6-name-screamer.js",144,0,"p",javascript,content
1697,3407227,"exercises/easy/ex6-name-screamer.js",145,0,"e",javascript,content
1698,3407332,"exercises/easy/ex6-name-screamer.js",146,0,"r",javascript,content
1699,3407412,"exercises/easy/ex6-name-screamer.js",147,0," ",javascript,content
1700,3407609,"exercises/easy/ex6-name-screamer.js",148,0,"=",javascript,content
1701,3407760,"exercises/easy/ex6-name-screamer.js",149,0," ",javascript,content
1702,3408057,"exercises/easy/ex6-name-screamer.js",150,0,"n",javascript,content
1703,3408199,"exercises/easy/ex6-name-screamer.js",151,0,"a",javascript,content
1704,3408312,"exercises/easy/ex6-name-screamer.js",152,0,"m",javascript,content
1705,3408413,"exercises/easy/ex6-name-screamer.js",153,0,"e",javascript,content
1706,3408579,"exercises/easy/ex6-name-screamer.js",150,4,"name",javascript,content
1706,3408579,"exercises/easy/ex6-name-screamer.js",150,4,"name",javascript,content
1707,3408580,"exercises/easy/ex6-name-screamer.js",154,0,".",javascript,content
1708,3408824,"exercises/easy/ex6-name-screamer.js",155,0,"t",javascript,content
1709,3408983,"exercises/easy/ex6-name-screamer.js",156,0,"o",javascript,content
1710,3409349,"exercises/easy/ex6-name-screamer.js",157,0,"U",javascript,content
1711,3409545,"exercises/easy/ex6-name-screamer.js",158,0,"p",javascript,content
1712,3409694,"exercises/easy/ex6-name-screamer.js",159,0,"p",javascript,content
1713,3409741,"exercises/easy/ex6-name-screamer.js",160,0,"e",javascript,content
1714,3409811,"exercises/easy/ex6-name-screamer.js",161,0,"r",javascript,content
1715,3410125,"exercises/easy/ex6-name-screamer.js",162,0,"C",javascript,content
1716,3410260,"exercises/easy/ex6-name-screamer.js",163,0,"a",javascript,content
1717,3410345,"exercises/easy/ex6-name-screamer.js",164,0,"s",javascript,content
1718,3410445,"exercises/easy/ex6-name-screamer.js",165,0,"e",javascript,content
1719,3410695,"exercises/easy/ex6-name-screamer.js",166,0,"()",javascript,content
1720,3410913,"exercises/easy/ex6-name-screamer.js",167,1,")",javascript,content
1721,3411275,"exercises/easy/ex6-name-screamer.js",168,0,";",javascript,content
1722,3413785,"exercises/easy/ex6-name-screamer.js",169,0,"\n  ",javascript,content
1723,3414041,"exercises/easy/ex6-name-screamer.js",172,0,"c",javascript,content
1724,3414108,"exercises/easy/ex6-name-screamer.js",173,0,"o",javascript,content
1725,3414326,"exercises/easy/ex6-name-screamer.js",174,0,"n",javascript,content
1726,3414446,"exercises/easy/ex6-name-screamer.js",175,0,"s",javascript,content
1727,3414610,"exercises/easy/ex6-name-screamer.js",176,0,"t",javascript,content
1728,3415294,"exercises/easy/ex6-name-screamer.js",177,0," ",javascript,content
1729,3415495,"exercises/easy/ex6-name-screamer.js",178,0,"n",javascript,content
1730,3415662,"exercises/easy/ex6-name-screamer.js",179,0,"a",javascript,content
1731,3415893,"exercises/easy/ex6-name-screamer.js",180,0,"m",javascript,content
1732,3416290,"exercises/easy/ex6-name-screamer.js",181,0,"e",javascript,content
1733,3417425,"exercises/easy/ex6-name-screamer.js",182,0,"S",javascript,content
1734,3417575,"exercises/easy/ex6-name-screamer.js",183,0,"c",javascript,content
1735,3417848,"exercises/easy/ex6-name-screamer.js",184,0,"r",javascript,content
1736,3417978,"exercises/easy/ex6-name-screamer.js",185,0,"e",javascript,content
1737,3418060,"exercises/easy/ex6-name-screamer.js",186,0,"a",javascript,content
1738,3418149,"exercises/easy/ex6-name-screamer.js",187,0,"m",javascript,content
1739,3418377,"exercises/easy/ex6-name-screamer.js",188,0," ",javascript,content
1740,3418625,"exercises/easy/ex6-name-screamer.js",189,0,"=",javascript,content
1741,3418945,"exercises/easy/ex6-name-screamer.js",190,0," ",javascript,content
1742,3419180,"exercises/easy/ex6-name-screamer.js",191,0,"n",javascript,content
1743,3419296,"exercises/easy/ex6-name-screamer.js",192,0,"a",javascript,content
1744,3419415,"exercises/easy/ex6-name-screamer.js",193,0,"m",javascript,content
1745,3419660,"exercises/easy/ex6-name-screamer.js",194,0,"e",javascript,content
1746,3419892,"exercises/easy/ex6-name-screamer.js",195,0,"I",javascript,content
1747,3420343,"exercises/easy/ex6-name-screamer.js",195,1,"",javascript,content
1748,3420542,"exercises/easy/ex6-name-screamer.js",195,0,"U",javascript,content
1749,3420777,"exercises/easy/ex6-name-screamer.js",196,0,"p",javascript,content
1750,3420924,"exercises/easy/ex6-name-screamer.js",197,0,"p",javascript,content
1751,3421076,"exercises/easy/ex6-name-screamer.js",198,0,"e",javascript,content
1752,3421142,"exercises/easy/ex6-name-screamer.js",199,0,"r",javascript,content
1753,3421240,"exercises/easy/ex6-name-screamer.js",200,0," ",javascript,content
1754,3421409,"exercises/easy/ex6-name-screamer.js",201,0,"+",javascript,content
1755,3421931,"exercises/easy/ex6-name-screamer.js",202,0," ",javascript,content
1756,3422142,"exercises/easy/ex6-name-screamer.js",203,0,"""""",javascript,content
1757,3422382,"exercises/easy/ex6-name-screamer.js",204,1,"""",javascript,content
1758,3422756,"exercises/easy/ex6-name-screamer.js",204,1,"",javascript,content
1759,3423342,"exercises/easy/ex6-name-screamer.js",204,0,"!",javascript,content
1760,3423492,"exercises/easy/ex6-name-screamer.js",205,0,"!",javascript,content
1761,3423627,"exercises/easy/ex6-name-screamer.js",206,0,"!",javascript,content
1762,3424124,"exercises/easy/ex6-name-screamer.js",207,0,"""",javascript,content
1763,3426361,"exercises/easy/ex6-name-screamer.js",208,0,":",javascript,content
1764,3427225,"exercises/easy/ex6-name-screamer.js",208,1,"",javascript,content
1765,3427484,"exercises/easy/ex6-name-screamer.js",208,0,";",javascript,content
1766,3429892,"exercises/easy/ex6-name-screamer.js",209,0,"\n  ",javascript,content
1767,3430615,"exercises/easy/ex6-name-screamer.js",212,0,"c",javascript,content
1768,3430699,"exercises/easy/ex6-name-screamer.js",213,0,"o",javascript,content
1769,3430892,"exercises/easy/ex6-name-screamer.js",214,0,"n",javascript,content
1770,3430980,"exercises/easy/ex6-name-screamer.js",215,0,"s",javascript,content
1771,3431133,"exercises/easy/ex6-name-screamer.js",216,0,"o",javascript,content
1772,3431312,"exercises/easy/ex6-name-screamer.js",217,0,"l",javascript,content
1773,3431496,"exercises/easy/ex6-name-screamer.js",218,0,"e",javascript,content
1774,3431762,"exercises/easy/ex6-name-screamer.js",212,7,"console",javascript,content
1774,3431762,"exercises/easy/ex6-name-screamer.js",212,7,"console",javascript,content
1775,3431764,"exercises/easy/ex6-name-screamer.js",219,0,".",javascript,content
1776,3432181,"exercises/easy/ex6-name-screamer.js",220,0,"l",javascript,content
1777,3432343,"exercises/easy/ex6-name-screamer.js",221,0,"o",javascript,content
1778,3432443,"exercises/easy/ex6-name-screamer.js",222,0,"g",javascript,content
1779,3433388,"exercises/easy/ex6-name-screamer.js",219,4,".log",javascript,content
1779,3433388,"exercises/easy/ex6-name-screamer.js",219,4,".log",javascript,content
1780,3433390,"exercises/easy/ex6-name-screamer.js",223,0,"()",javascript,content
1781,3434936,"exercises/easy/ex6-name-screamer.js",224,0,"n",javascript,content
1782,3435159,"exercises/easy/ex6-name-screamer.js",225,0,"a",javascript,content
1783,3435443,"exercises/easy/ex6-name-screamer.js",226,0,"m",javascript,content
1784,3435578,"exercises/easy/ex6-name-screamer.js",227,0,"e",javascript,content
1785,3435902,"exercises/easy/ex6-name-screamer.js",228,0,"S",javascript,content
1786,3436075,"exercises/easy/ex6-name-screamer.js",229,0,"c",javascript,content
1787,3436324,"exercises/easy/ex6-name-screamer.js",230,0,"r",javascript,content
1788,3436478,"exercises/easy/ex6-name-screamer.js",231,0,"e",javascript,content
1789,3436561,"exercises/easy/ex6-name-screamer.js",232,0,"a",javascript,content
1790,3436659,"exercises/easy/ex6-name-screamer.js",233,0,"m",javascript,content
1791,3438342,"exercises/easy/ex6-name-screamer.js",235,0,";",javascript,content
1792,3440131,"exercises/easy/ex6-name-screamer.js",236,0,"\n  ",javascript,content
1793,3441119,"exercises/easy/ex6-name-screamer.js",239,0,"r",javascript,content
1794,3441291,"exercises/easy/ex6-name-screamer.js",240,0,"e",javascript,content
1795,3441431,"exercises/easy/ex6-name-screamer.js",241,0,"t",javascript,content
1796,3441508,"exercises/easy/ex6-name-screamer.js",242,0,"y",javascript,content
1797,3441609,"exercises/easy/ex6-name-screamer.js",243,0,"r",javascript,content
1798,3442060,"exercises/easy/ex6-name-screamer.js",243,1,"",javascript,content
1799,3442210,"exercises/easy/ex6-name-screamer.js",242,1,"",javascript,content
1800,3442443,"exercises/easy/ex6-name-screamer.js",242,0,"u",javascript,content
1801,3442647,"exercises/easy/ex6-name-screamer.js",243,0,"r",javascript,content
1802,3442798,"exercises/easy/ex6-name-screamer.js",244,0,"n",javascript,content
1803,3443012,"exercises/easy/ex6-name-screamer.js",245,0," ",javascript,content
1804,3443191,"exercises/easy/ex6-name-screamer.js",246,0,"n",javascript,content
1804,3443191,"exercises/easy/ex6-name-screamer.js",246,0,"n",javascript,content
1805,3443324,"exercises/easy/ex6-name-screamer.js",247,0,"a",javascript,content
1806,3443382,"exercises/easy/ex6-name-screamer.js",248,0,"m",javascript,content
1807,3443479,"exercises/easy/ex6-name-screamer.js",249,0,"e",javascript,content
1808,3443709,"exercises/easy/ex6-name-screamer.js",250,0,"S",javascript,content
1809,3443850,"exercises/easy/ex6-name-screamer.js",251,0,"c",javascript,content
1810,3444043,"exercises/easy/ex6-name-screamer.js",252,0,"r",javascript,content
1811,3444162,"exercises/easy/ex6-name-screamer.js",253,0,"e",javascript,content
1812,3444226,"exercises/easy/ex6-name-screamer.js",254,0,"a",javascript,content
1813,3444290,"exercises/easy/ex6-name-screamer.js",255,0,"m",javascript,content
1814,3444524,"exercises/easy/ex6-name-screamer.js",246,10,"nameScream",javascript,content
1814,3444524,"exercises/easy/ex6-name-screamer.js",246,10,"nameScream",javascript,content
1815,3444526,"exercises/easy/ex6-name-screamer.js",256,0,";",javascript,content
1816,3449708,"exercises/easy/ex6-name-screamer.js",108,20,"",javascript,content
1817,3449960,"exercises/easy/ex6-name-screamer.js",107,1,"",javascript,content
1818,3451020,"exercises/easy/ex6-name-screamer.js",107,1,"",javascript,content
1819,3473320,"exercises/easy/ex2-type-checker.js",0,0,"function showAllTypes() {\n  /* Create a function that outputs the typeof for:\n  objects, arrays, strings, numbers, booleans, null, undefined, and NaN It should return an object containing all these types */\n\n  const object = {};\n  const array = [];\n  const string = """";\n  const number = 1;\n  const boolean = true;\n  const nullValue = null;\n  const undefinedValue = undefined;\n  const nanValue = NaN;\n\n  \n\n  //console.log(typeof object, typeof array, typeof string, typeof number, typeof boolean, typeof nullValue, typeof undefinedValue, typeof nanValue);\n  const code = typeof{object, array, string, number, boolean, nullValue, undefinedValue, nanValue};\n\n  \n  console.log(code);\n\n  return{};\n}\nshowAllTypes();\n\n\nmodule.exports = showAllTypes;\n",javascript,tab
1820,3487181,"exercises/easy/ex2-type-checker.js",656,2,"",javascript,content
1820,3487181,"exercises/easy/ex2-type-checker.js",656,2,"",javascript,content
1821,3487181,"exercises/easy/ex2-type-checker.js",207,0,"\n  ",javascript,content
1822,3487313,"exercises/easy/ex2-type-checker.js",210,0,"\n  ",javascript,content
1822,3487313,"exercises/easy/ex2-type-checker.js",210,0,"\n  ",javascript,content
1823,3487313,"exercises/easy/ex2-type-checker.js",208,2,"",javascript,content
1824,3487426,"exercises/easy/ex2-type-checker.js",211,0,"\n  ",javascript,content
1824,3487426,"exercises/easy/ex2-type-checker.js",211,0,"\n  ",javascript,content
1825,3487427,"exercises/easy/ex2-type-checker.js",209,2,"",javascript,content
1826,3488779,"exercises/easy/ex2-type-checker.js",210,2,"",javascript,content
1826,3488779,"exercises/easy/ex2-type-checker.js",210,2,"",javascript,content
1827,3488779,"exercises/easy/ex2-type-checker.js",209,0,"c",javascript,content
1828,3488894,"exercises/easy/ex2-type-checker.js",210,0,"o",javascript,content
1829,3489115,"exercises/easy/ex2-type-checker.js",211,0,"n",javascript,content
1830,3489243,"exercises/easy/ex2-type-checker.js",212,0,"s",javascript,content
1831,3489533,"exercises/easy/ex2-type-checker.js",213,0,"t",javascript,content
1832,3489758,"exercises/easy/ex2-type-checker.js",214,0," ",javascript,content
1833,3491397,"exercises/easy/ex2-type-checker.js",215,0,"c",javascript,content
1834,3491457,"exercises/easy/ex2-type-checker.js",216,0,"o",javascript,content
1835,3491577,"exercises/easy/ex2-type-checker.js",217,0,"d",javascript,content
1836,3491694,"exercises/easy/ex2-type-checker.js",218,0,"e",javascript,content
1837,3491811,"exercises/easy/ex2-type-checker.js",219,0,"()",javascript,content
1838,3492726,"exercises/easy/ex2-type-checker.js",219,2,"",javascript,content
1839,3494996,"exercises/easy/ex2-type-checker.js",219,0," ",javascript,content
1840,3495392,"exercises/easy/ex2-type-checker.js",220,0,"=",javascript,content
1841,3495827,"exercises/easy/ex2-type-checker.js",221,0," ",javascript,content
1842,3496142,"exercises/easy/ex2-type-checker.js",222,0,"{}",javascript,content
1843,3496597,"exercises/easy/ex2-type-checker.js",223,0,"\n  \n",javascript,content
1844,3496747,"exercises/easy/ex2-type-checker.js",226,0,"\n  ",javascript,content
1844,3496747,"exercises/easy/ex2-type-checker.js",226,0,"\n  ",javascript,content
1845,3496747,"exercises/easy/ex2-type-checker.js",224,2,"",javascript,content
1846,3496912,"exercises/easy/ex2-type-checker.js",227,0,"\n  ",javascript,content
1846,3496912,"exercises/easy/ex2-type-checker.js",227,0,"\n  ",javascript,content
1847,3496912,"exercises/easy/ex2-type-checker.js",225,2,"",javascript,content
1848,3497043,"exercises/easy/ex2-type-checker.js",228,0,"\n  ",javascript,content
1848,3497043,"exercises/easy/ex2-type-checker.js",228,0,"\n  ",javascript,content
1849,3497043,"exercises/easy/ex2-type-checker.js",226,2,"",javascript,content
1850,3497177,"exercises/easy/ex2-type-checker.js",229,0,"\n  ",javascript,content
1850,3497177,"exercises/easy/ex2-type-checker.js",229,0,"\n  ",javascript,content
1851,3497177,"exercises/easy/ex2-type-checker.js",227,2,"",javascript,content
1852,3502682,"exercises/easy/ex2-type-checker.js",583,0,"/",javascript,content
1852,3502682,"exercises/easy/ex2-type-checker.js",583,0,"/",javascript,content
1853,3502682,"exercises/easy/ex2-type-checker.js",228,2,"",javascript,content
1854,3502794,"exercises/easy/ex2-type-checker.js",582,0,"/",javascript,content
1855,3508036,"exercises/easy/ex2-type-checker.js",225,0,"  const object = {};\n  const array = [];\n  const string = """";\n  const number = 1;\n  const boolean = true;\n  const nullValue = null;\n  const undefinedValue = undefined;\n  const nanValue = NaN;",javascript,content
1856,3510992,"exercises/easy/ex2-type-checker.js",423,191,"",javascript,content
1857,3512645,"exercises/easy/ex2-type-checker.js",423,0,"  const object = {};\n  const array = [];\n  const string = """";\n  const number = 1;\n  const boolean = true;\n  const nullValue = null;\n  const undefinedValue = undefined;\n  const nanValue = NaN;",javascript,content
1858,3523276,"exercises/easy/ex2-type-checker.js",225,191,"",javascript,content
1859,3525134,"exercises/easy/ex2-type-checker.js",225,0,"o",javascript,content
1860,3525277,"exercises/easy/ex2-type-checker.js",226,0,"b",javascript,content
1861,3525928,"exercises/easy/ex2-type-checker.js",227,0,"j",javascript,content
1862,3526111,"exercises/easy/ex2-type-checker.js",228,0,"e",javascript,content
1863,3526264,"exercises/easy/ex2-type-checker.js",229,0,"c",javascript,content
1864,3526512,"exercises/easy/ex2-type-checker.js",230,0,"t",javascript,content
1865,3526795,"exercises/easy/ex2-type-checker.js",231,0,":",javascript,content
1866,3527026,"exercises/easy/ex2-type-checker.js",232,0,"t",javascript,content
1867,3527195,"exercises/easy/ex2-type-checker.js",233,0,"y",javascript,content
1868,3527262,"exercises/easy/ex2-type-checker.js",234,0,"p",javascript,content
1869,3527526,"exercises/easy/ex2-type-checker.js",235,0,"e",javascript,content
1870,3528094,"exercises/easy/ex2-type-checker.js",236,0,"o",javascript,content
1871,3528158,"exercises/easy/ex2-type-checker.js",237,0,"f",javascript,content
1872,3528411,"exercises/easy/ex2-type-checker.js",232,6,"typeof",javascript,content
1872,3528411,"exercises/easy/ex2-type-checker.js",232,6,"typeof",javascript,content
1873,3528413,"exercises/easy/ex2-type-checker.js",238,0,"()",javascript,content
1874,3529195,"exercises/easy/ex2-type-checker.js",238,2,"",javascript,content
1875,3530462,"exercises/easy/ex2-type-checker.js",238,0,"{}",javascript,content
1876,3531651,"exercises/easy/ex2-type-checker.js",240,0,";",javascript,content
1877,3532011,"exercises/easy/ex2-type-checker.js",241,0,"\n",javascript,content
1878,3532377,"exercises/easy/ex2-type-checker.js",242,0,"o",javascript,content
1879,3532828,"exercises/easy/ex2-type-checker.js",242,1,"",javascript,content
1880,3532979,"exercises/easy/ex2-type-checker.js",242,0,"a",javascript,content
1881,3533123,"exercises/easy/ex2-type-checker.js",243,0,"r",javascript,content
1882,3533246,"exercises/easy/ex2-type-checker.js",244,0,"r",javascript,content
1883,3533328,"exercises/easy/ex2-type-checker.js",245,0,"a",javascript,content
1884,3533550,"exercises/easy/ex2-type-checker.js",246,0,"y",javascript,content
1885,3533742,"exercises/easy/ex2-type-checker.js",247,0,":",javascript,content
1886,3534060,"exercises/easy/ex2-type-checker.js",248,0,"t",javascript,content
1887,3534232,"exercises/easy/ex2-type-checker.js",249,0,"y",javascript,content
1888,3534317,"exercises/easy/ex2-type-checker.js",250,0,"p",javascript,content
1889,3534461,"exercises/easy/ex2-type-checker.js",251,0,"e",javascript,content
1890,3534661,"exercises/easy/ex2-type-checker.js",252,0,"o",javascript,content
1891,3534789,"exercises/easy/ex2-type-checker.js",253,0,"f",javascript,content
1892,3535718,"exercises/easy/ex2-type-checker.js",254,0,"[]",javascript,content
1893,3537277,"exercises/easy/ex2-type-checker.js",256,0,";",javascript,content
1894,3538145,"exercises/easy/ex2-type-checker.js",256,1,"",javascript,content
1895,3539427,"exercises/easy/ex2-type-checker.js",256,0,",",javascript,content
1896,3540604,"exercises/easy/ex2-type-checker.js",240,1,"",javascript,content
1897,3540962,"exercises/easy/ex2-type-checker.js",240,0,",",javascript,content
1898,3541998,"exercises/easy/ex2-type-checker.js",257,0,"\n",javascript,content
1899,3542895,"exercises/easy/ex2-type-checker.js",258,0,"s",javascript,content
1900,3543065,"exercises/easy/ex2-type-checker.js",259,0,"t",javascript,content
1901,3543202,"exercises/easy/ex2-type-checker.js",260,0,"r",javascript,content
1902,3543226,"exercises/easy/ex2-type-checker.js",261,0,"i",javascript,content
1903,3543411,"exercises/easy/ex2-type-checker.js",262,0,"n",javascript,content
1904,3543461,"exercises/easy/ex2-type-checker.js",263,0,"g",javascript,content
1905,3543767,"exercises/easy/ex2-type-checker.js",264,0,":",javascript,content
1906,3544031,"exercises/easy/ex2-type-checker.js",265,0,"t",javascript,content
1907,3544202,"exercises/easy/ex2-type-checker.js",266,0,"y",javascript,content
1908,3544260,"exercises/easy/ex2-type-checker.js",267,0,"p",javascript,content
1909,3544378,"exercises/easy/ex2-type-checker.js",268,0,"e",javascript,content
1910,3544495,"exercises/easy/ex2-type-checker.js",269,0,"o",javascript,content
1911,3544698,"exercises/easy/ex2-type-checker.js",270,0,"f",javascript,content
1912,3545340,"exercises/easy/ex2-type-checker.js",271,0,"'",javascript,content
1913,3545759,"exercises/easy/ex2-type-checker.js",271,1,"",javascript,content
1914,3545943,"exercises/easy/ex2-type-checker.js",271,0,"""",javascript,content
1915,3547602,"exercises/easy/ex2-type-checker.js",272,0,"""",javascript,content
1916,3547878,"exercises/easy/ex2-type-checker.js",273,0,".",javascript,content
1917,3548708,"exercises/easy/ex2-type-checker.js",273,1,"",javascript,content
1918,3549026,"exercises/easy/ex2-type-checker.js",273,0,",",javascript,content
1919,3549514,"exercises/easy/ex2-type-checker.js",274,0,"\n",javascript,content
1920,3550542,"exercises/easy/ex2-type-checker.js",275,0,"number:typeof 1,",javascript,content
1921,3551128,"exercises/easy/ex2-type-checker.js",291,0,"\n",javascript,content
1922,3551485,"exercises/easy/ex2-type-checker.js",292,0,"boolean:typeof true,",javascript,content
1923,3551765,"exercises/easy/ex2-type-checker.js",312,0,"\n",javascript,content
1924,3552109,"exercises/easy/ex2-type-checker.js",313,0,"nullValue:typeof null,",javascript,content
1925,3552430,"exercises/easy/ex2-type-checker.js",335,0,"\n",javascript,content
1926,3552743,"exercises/easy/ex2-type-checker.js",336,0,"undefinedValue:typeof undefined,",javascript,content
1927,3553060,"exercises/easy/ex2-type-checker.js",368,0,"\n",javascript,content
1928,3553309,"exercises/easy/ex2-type-checker.js",369,0,"nanValue:typeof NaN",javascript,content
1929,3553892,"exercises/easy/ex2-type-checker.js",388,0,"\n",javascript,content
1930,3557027,"exercises/easy/ex2-type-checker.js",388,1,"",javascript,content
1931,3557595,"exercises/easy/ex2-type-checker.js",387,1,"",javascript,content
1932,3559117,"exercises/easy/ex2-type-checker.js",387,0,"N",javascript,content
1933,3562228,"exercises/easy/ex2-type-checker.js",389,1,"",javascript,content
1934,3562463,"exercises/easy/ex2-type-checker.js",388,1,"",javascript,content
1935,3573062,"exercises/easy/ex2-type-checker.js",393,191,"",javascript,content
1936,3574066,"exercises/easy/ex2-type-checker.js",395,2,"",javascript,content
1937,3574428,"exercises/easy/ex2-type-checker.js",394,1,"",javascript,content
1938,3576133,"exercises/easy/ex2-type-checker.js",648,1,"",javascript,content
1939,3609479,"exercises/easy/ex2-type-checker.js",393,0,"npm run test:easy",javascript,content
1940,3610156,"exercises/easy/ex2-type-checker.js",393,17,"",javascript,content
1941,3610527,"exercises/easy/ex2-type-checker.js",648,0,"\n",javascript,content
1942,3611094,"exercises/easy/ex2-type-checker.js",394,0,"\n",javascript,content
1943,3613130,"exercises/easy/ex2-type-checker.js",395,0,"  ",javascript,content
1944,3613481,"exercises/easy/ex2-type-checker.js",393,0,"  const object = {};\n  const array = [];\n  const string = """";\n  const number = 1;\n  const boolean = true;\n  const nullValue = null;\n  const undefinedValue = undefined;\n  const nanValue = NaN;",javascript,content
1945,3617403,"exercises/easy/ex2-type-checker.js",395,0,"/",javascript,content
1946,3617549,"exercises/easy/ex2-type-checker.js",396,0,"/",javascript,content
1947,3618603,"exercises/easy/ex2-type-checker.js",418,0,"/",javascript,content
1948,3618730,"exercises/easy/ex2-type-checker.js",419,0,"/",javascript,content
1949,3619216,"exercises/easy/ex2-type-checker.js",440,0,"/",javascript,content
1950,3619361,"exercises/easy/ex2-type-checker.js",441,0,"/",javascript,content
1951,3619855,"exercises/easy/ex2-type-checker.js",463,0,"/",javascript,content
1952,3619995,"exercises/easy/ex2-type-checker.js",464,0,"/",javascript,content
1953,3621028,"exercises/easy/ex2-type-checker.js",485,0,"/",javascript,content
1954,3621163,"exercises/easy/ex2-type-checker.js",486,0,"/",javascript,content
1955,3622094,"exercises/easy/ex2-type-checker.js",511,0,"/",javascript,content
1956,3622227,"exercises/easy/ex2-type-checker.js",512,0,"/",javascript,content
1957,3622797,"exercises/easy/ex2-type-checker.js",539,0,"/",javascript,content
1958,3622932,"exercises/easy/ex2-type-checker.js",540,0,"/",javascript,content
1959,3623469,"exercises/easy/ex2-type-checker.js",577,0,"/",javascript,content
1960,3623596,"exercises/easy/ex2-type-checker.js",578,0,"/",javascript,content
